Level,Function Name,Inclusive Samples,Exclusive Samples,Inclusive Samples %,Exclusive Samples %,Module Name,
42,"[ExplorerFrame.dll]",28,0,0.07,0.00,"ExplorerFrame.dll",
43,"[dui70.dll]",19,0,0.05,0.00,"dui70.dll",
44,"[dui70.dll]",19,0,0.05,0.00,"dui70.dll",
45,"[dui70.dll]",19,0,0.05,0.00,"dui70.dll",
46,"[ExplorerFrame.dll]",11,1,0.03,0.00,"ExplorerFrame.dll",
47,"[dui70.dll]",10,0,0.02,0.00,"dui70.dll",
48,"[ExplorerFrame.dll]",9,0,0.02,0.00,"ExplorerFrame.dll",
49,"[ExplorerFrame.dll]",9,0,0.02,0.00,"ExplorerFrame.dll",
50,"[ExplorerFrame.dll]",9,0,0.02,0.00,"ExplorerFrame.dll",
51,"[ExplorerFrame.dll]",6,0,0.01,0.00,"ExplorerFrame.dll",
52,"[ExplorerFrame.dll]",6,0,0.01,0.00,"ExplorerFrame.dll",
53,"[ExplorerFrame.dll]",3,0,0.01,0.00,"ExplorerFrame.dll",
54,"[dui70.dll]",3,0,0.01,0.00,"dui70.dll",
55,"[user32.dll]",3,3,0.01,0.01,"user32.dll",
53,"[user32.dll]",3,3,0.01,0.01,"user32.dll",
51,"[user32.dll]",2,2,0.00,0.00,"user32.dll",
51,"[win32u.dll]",1,1,0.00,0.00,"win32u.dll",
48,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
49,"[dui70.dll]",1,1,0.00,0.00,"dui70.dll",
46,"[dui70.dll]",8,0,0.02,0.00,"dui70.dll",
47,"[ExplorerFrame.dll]",4,0,0.01,0.00,"ExplorerFrame.dll",
48,"[dui70.dll]",4,0,0.01,0.00,"dui70.dll",
49,"[duser.dll]",2,0,0.00,0.00,"duser.dll",
50,"[duser.dll]",2,0,0.00,0.00,"duser.dll",
51,"[KernelBase.dll]",1,1,0.00,0.00,"KernelBase.dll",
51,"[duser.dll]",1,0,0.00,0.00,"duser.dll",
52,"[duser.dll]",1,0,0.00,0.00,"duser.dll",
53,"[msvcrt.dll]",1,1,0.00,0.00,"msvcrt.dll",
49,"[ExplorerFrame.dll]",1,0,0.00,0.00,"ExplorerFrame.dll",
50,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
51,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
52,"[dui70.dll]",1,1,0.00,0.00,"dui70.dll",
49,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
50,"[msvcrt.dll]",1,1,0.00,0.00,"msvcrt.dll",
47,"[dui70.dll]",4,2,0.01,0.00,"dui70.dll",
48,"[dui70.dll]",2,1,0.00,0.00,"dui70.dll",
49,"[msvcrt.dll]",1,1,0.00,0.00,"msvcrt.dll",
43,"[ExplorerFrame.dll]",9,0,0.02,0.00,"ExplorerFrame.dll",
44,"[windows.storage.dll]",8,8,0.02,0.02,"windows.storage.dll",
44,"[propsys.dll]",1,1,0.00,0.00,"propsys.dll",
42,"[windows.storage.dll]",17,13,0.04,0.03,"windows.storage.dll",
43,"[ntshrui.dll]",4,0,0.01,0.00,"ntshrui.dll",
44,"[KernelBase.dll]",4,0,0.01,0.00,"KernelBase.dll",
45,"[ntshrui.dll]",4,0,0.01,0.00,"ntshrui.dll",
46,"[ntshrui.dll]",4,1,0.01,0.00,"ntshrui.dll",
47,"[ntshrui.dll]",3,0,0.01,0.00,"ntshrui.dll",
48,"[ntdll.dll]",3,3,0.01,0.01,"ntdll.dll",
42,"[win32u.dll]",2,2,0.00,0.00,"win32u.dll",
42,"[dui70.dll]",1,1,0.00,0.00,"dui70.dll",
42,"[duser.dll]",1,0,0.00,0.00,"duser.dll",
43,"[duser.dll]",1,0,0.00,0.00,"duser.dll",
44,"[duser.dll]",1,0,0.00,0.00,"duser.dll",
45,"[win32u.dll]",1,1,0.00,0.00,"win32u.dll",
41,"[dui70.dll]",34,0,0.08,0.00,"dui70.dll",
42,"[ExplorerFrame.dll]",34,0,0.08,0.00,"ExplorerFrame.dll",
43,"[ExplorerFrame.dll]",34,0,0.08,0.00,"ExplorerFrame.dll",
44,"[windows.storage.dll]",20,20,0.05,0.05,"windows.storage.dll",
44,"[dui70.dll]",14,0,0.03,0.00,"dui70.dll",
45,"[dui70.dll]",14,1,0.03,0.00,"dui70.dll",
46,"[dui70.dll]",13,0,0.03,0.00,"dui70.dll",
47,"[ExplorerFrame.dll]",12,0,0.03,0.00,"ExplorerFrame.dll",
48,"[dui70.dll]",12,0,0.03,0.00,"dui70.dll",
49,"[ExplorerFrame.dll]",12,0,0.03,0.00,"ExplorerFrame.dll",
50,"[ExplorerFrame.dll]",11,0,0.03,0.00,"ExplorerFrame.dll",
51,"[ExplorerFrame.dll]",7,0,0.02,0.00,"ExplorerFrame.dll",
52,"[ExplorerFrame.dll]",7,0,0.02,0.00,"ExplorerFrame.dll",
53,"[user32.dll]",5,5,0.01,0.01,"user32.dll",
53,"[ExplorerFrame.dll]",2,0,0.00,0.00,"ExplorerFrame.dll",
54,"[gdi32.dll]",1,1,0.00,0.00,"gdi32.dll",
54,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
55,"[user32.dll]",1,1,0.00,0.00,"user32.dll",
51,"[user32.dll]",2,2,0.00,0.00,"user32.dll",
51,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
52,"[dui70.dll]",1,1,0.00,0.00,"dui70.dll",
51,"[win32u.dll]",1,1,0.00,0.00,"win32u.dll",
50,"[dui70.dll]",1,1,0.00,0.00,"dui70.dll",
47,"[dui70.dll]",1,1,0.00,0.00,"dui70.dll",
41,"[windows.storage.dll]",1,1,0.00,0.00,"windows.storage.dll",
35,"[windows.storage.dll]",1,1,0.00,0.00,"windows.storage.dll",
33,"[kernel32.dll]",1,1,0.00,0.00,"kernel32.dll",
24,"[ExplorerFrame.dll]",34,0,0.08,0.00,"ExplorerFrame.dll",
25,"[dui70.dll]",34,0,0.08,0.00,"dui70.dll",
26,"[duser.dll]",34,0,0.08,0.00,"duser.dll",
27,"[duser.dll]",34,0,0.08,0.00,"duser.dll",
28,"[duser.dll]",34,0,0.08,0.00,"duser.dll",
29,"[duser.dll]",34,0,0.08,0.00,"duser.dll",
30,"[dui70.dll]",34,0,0.08,0.00,"dui70.dll",
31,"[dui70.dll]",34,0,0.08,0.00,"dui70.dll",
32,"[ExplorerFrame.dll]",34,1,0.08,0.00,"ExplorerFrame.dll",
33,"[ExplorerFrame.dll]",33,1,0.08,0.00,"ExplorerFrame.dll",
34,"[dui70.dll]",32,0,0.08,0.00,"dui70.dll",
35,"[dui70.dll]",32,0,0.08,0.00,"dui70.dll",
36,"[dui70.dll]",32,0,0.08,0.00,"dui70.dll",
37,"[dui70.dll]",32,0,0.08,0.00,"dui70.dll",
38,"[dui70.dll]",22,1,0.05,0.00,"dui70.dll",
39,"[ExplorerFrame.dll]",21,0,0.05,0.00,"ExplorerFrame.dll",
40,"[ExplorerFrame.dll]",21,0,0.05,0.00,"ExplorerFrame.dll",
41,"[dui70.dll]",20,0,0.05,0.00,"dui70.dll",
42,"[dui70.dll]",20,1,0.05,0.00,"dui70.dll",
43,"[dui70.dll]",19,0,0.05,0.00,"dui70.dll",
44,"[ExplorerFrame.dll]",18,0,0.04,0.00,"ExplorerFrame.dll",
45,"[dui70.dll]",18,0,0.04,0.00,"dui70.dll",
46,"[ExplorerFrame.dll]",18,0,0.04,0.00,"ExplorerFrame.dll",
47,"[ExplorerFrame.dll]",17,0,0.04,0.00,"ExplorerFrame.dll",
48,"[user32.dll]",9,9,0.02,0.02,"user32.dll",
48,"[ExplorerFrame.dll]",7,0,0.02,0.00,"ExplorerFrame.dll",
49,"[ExplorerFrame.dll]",7,0,0.02,0.00,"ExplorerFrame.dll",
50,"[ExplorerFrame.dll]",3,0,0.01,0.00,"ExplorerFrame.dll",
51,"[dui70.dll]",3,0,0.01,0.00,"dui70.dll",
52,"[user32.dll]",2,2,0.00,0.00,"user32.dll",
52,"[msvcrt.dll]",1,1,0.00,0.00,"msvcrt.dll",
50,"[dui70.dll]",2,0,0.00,0.00,"dui70.dll",
51,"[dui70.dll]",2,0,0.00,0.00,"dui70.dll",
52,"[dui70.dll]",2,0,0.00,0.00,"dui70.dll",
53,"[dui70.dll]",2,2,0.00,0.00,"dui70.dll",
50,"[user32.dll]",2,2,0.00,0.00,"user32.dll",
48,"[win32u.dll]",1,1,0.00,0.00,"win32u.dll",
47,"[dui70.dll]",1,1,0.00,0.00,"dui70.dll",
44,"[dui70.dll]",1,1,0.00,0.00,"dui70.dll",
41,"[propsys.dll]",1,1,0.00,0.00,"propsys.dll",
38,"[ExplorerFrame.dll]",10,0,0.02,0.00,"ExplorerFrame.dll",
39,"[ExplorerFrame.dll]",7,0,0.02,0.00,"ExplorerFrame.dll",
40,"[dui70.dll]",5,0,0.01,0.00,"dui70.dll",
41,"[dui70.dll]",5,0,0.01,0.00,"dui70.dll",
42,"[dui70.dll]",5,1,0.01,0.00,"dui70.dll",
43,"[dui70.dll]",4,0,0.01,0.00,"dui70.dll",
44,"[ExplorerFrame.dll]",2,0,0.00,0.00,"ExplorerFrame.dll",
45,"[dui70.dll]",2,0,0.00,0.00,"dui70.dll",
46,"[ExplorerFrame.dll]",1,0,0.00,0.00,"ExplorerFrame.dll",
47,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
48,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
49,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
50,"[dui70.dll]",1,1,0.00,0.00,"dui70.dll",
46,"[duser.dll]",1,0,0.00,0.00,"duser.dll",
47,"[duser.dll]",1,0,0.00,0.00,"duser.dll",
48,"[duser.dll]",1,0,0.00,0.00,"duser.dll",
49,"[duser.dll]",1,1,0.00,0.00,"duser.dll",
44,"[dui70.dll]",2,1,0.00,0.00,"dui70.dll",
45,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
46,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
47,"[dui70.dll]",1,1,0.00,0.00,"dui70.dll",
40,"[propsys.dll]",1,1,0.00,0.00,"propsys.dll",
40,"[ExplorerFrame.dll]",1,0,0.00,0.00,"ExplorerFrame.dll",
41,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
42,"[dui70.dll]",1,1,0.00,0.00,"dui70.dll",
39,"[duser.dll]",2,1,0.00,0.00,"duser.dll",
40,"[duser.dll]",1,0,0.00,0.00,"duser.dll",
41,"[duser.dll]",1,0,0.00,0.00,"duser.dll",
42,"[win32u.dll]",1,1,0.00,0.00,"win32u.dll",
39,"[gdi32.dll]",1,1,0.00,0.00,"gdi32.dll",
21,"[shell32.dll]",7,1,0.02,0.00,"shell32.dll",
22,"[comdlg32.dll]",5,0,0.01,0.00,"comdlg32.dll",
23,"[ExplorerFrame.dll]",5,0,0.01,0.00,"ExplorerFrame.dll",
24,"[ExplorerFrame.dll]",4,0,0.01,0.00,"ExplorerFrame.dll",
25,"[win32u.dll]",4,4,0.01,0.01,"win32u.dll",
24,"[ntdll.dll]",1,1,0.00,0.00,"ntdll.dll",
22,"[ExplorerFrame.dll]",1,0,0.00,0.00,"ExplorerFrame.dll",
23,"[KernelBase.dll]",1,1,0.00,0.00,"KernelBase.dll",
19,"[ntdll.dll]",1,1,0.00,0.00,"ntdll.dll",
17,"[duser.dll]",212,0,0.51,0.00,"duser.dll",
18,"[duser.dll]",209,0,0.50,0.00,"duser.dll",
19,"[duser.dll]",209,0,0.50,0.00,"duser.dll",
20,"[duser.dll]",209,0,0.50,0.00,"duser.dll",
21,"[duser.dll]",209,0,0.50,0.00,"duser.dll",
22,"[duser.dll]",196,0,0.47,0.00,"duser.dll",
23,"[duser.dll]",196,0,0.47,0.00,"duser.dll",
24,"[duser.dll]",186,0,0.44,0.00,"duser.dll",
25,"[duser.dll]",183,0,0.44,0.00,"duser.dll",
26,"[duser.dll]",182,0,0.44,0.00,"duser.dll",
27,"[duser.dll]",182,0,0.44,0.00,"duser.dll",
28,"[duser.dll]",182,1,0.44,0.00,"duser.dll",
29,"[duser.dll]",181,0,0.43,0.00,"duser.dll",
30,"[duser.dll]",181,0,0.43,0.00,"duser.dll",
31,"[duser.dll]",180,1,0.43,0.00,"duser.dll",
32,"[duser.dll]",178,0,0.43,0.00,"duser.dll",
33,"[dui70.dll]",143,0,0.34,0.00,"dui70.dll",
34,"[ExplorerFrame.dll]",143,0,0.34,0.00,"ExplorerFrame.dll",
35,"[windows.storage.dll]",98,59,0.23,0.14,"windows.storage.dll",
36,"[thumbcache.dll]",23,0,0.06,0.00,"thumbcache.dll",
37,"[thumbcache.dll]",23,0,0.06,0.00,"thumbcache.dll",
38,"[thumbcache.dll]",23,0,0.06,0.00,"thumbcache.dll",
39,"[thumbcache.dll]",23,1,0.06,0.00,"thumbcache.dll",
40,"[thumbcache.dll]",22,0,0.05,0.00,"thumbcache.dll",
41,"[thumbcache.dll]",19,1,0.05,0.00,"thumbcache.dll",
42,"[thumbcache.dll]",11,0,0.03,0.00,"thumbcache.dll",
43,"[thumbcache.dll]",7,1,0.02,0.00,"thumbcache.dll",
44,"[thumbcache.dll]",5,0,0.01,0.00,"thumbcache.dll",
45,"[thumbcache.dll]",3,0,0.01,0.00,"thumbcache.dll",
46,"[KernelBase.dll]",3,3,0.01,0.01,"KernelBase.dll",
45,"[KernelBase.dll]",2,2,0.00,0.00,"KernelBase.dll",
44,"[KernelBase.dll]",1,1,0.00,0.00,"KernelBase.dll",
43,"[KernelBase.dll]",4,4,0.01,0.01,"KernelBase.dll",
42,"[propsys.dll]",7,7,0.02,0.02,"propsys.dll",
41,"[KernelBase.dll]",3,3,0.01,0.01,"KernelBase.dll",
36,"[policymanager.dll]",12,0,0.03,0.00,"policymanager.dll",
37,"[policymanager.dll]",12,0,0.03,0.00,"policymanager.dll",
38,"[policymanager.dll]",12,0,0.03,0.00,"policymanager.dll",
39,"[KernelBase.dll]",7,7,0.02,0.02,"KernelBase.dll",
39,"[policymanager.dll]",4,0,0.01,0.00,"policymanager.dll",
40,"[policymanager.dll]",2,1,0.00,0.00,"policymanager.dll",
41,"[msvcrt.dll]",1,1,0.00,0.00,"msvcrt.dll",
40,"[KernelBase.dll]",2,2,0.00,0.00,"KernelBase.dll",
39,"[ntdll.dll]",1,1,0.00,0.00,"ntdll.dll",
36,"[DropboxExt.26.0.dll]",3,0,0.01,0.00,"DropboxExt.26.0.dll",
37,"[windows.storage.dll]",2,2,0.00,0.00,"windows.storage.dll",
37,"[DropboxExt.26.0.dll]",1,0,0.00,0.00,"DropboxExt.26.0.dll",
38,"[KernelBase.dll]",1,1,0.00,0.00,"KernelBase.dll",
36,"[msvcp110_win.dll]",1,0,0.00,0.00,"msvcp110_win.dll",
37,"[msvcp110_win.dll]",1,0,0.00,0.00,"msvcp110_win.dll",
38,"[msvcp110_win.dll]",1,1,0.00,0.00,"msvcp110_win.dll",
35,"[dui70.dll]",44,0,0.11,0.00,"dui70.dll",
36,"[dui70.dll]",44,1,0.11,0.00,"dui70.dll",
37,"[dui70.dll]",43,3,0.10,0.01,"dui70.dll",
38,"[user32.dll]",32,32,0.08,0.08,"user32.dll",
38,"[dui70.dll]",7,1,0.02,0.00,"dui70.dll",
39,"[dui70.dll]",5,0,0.01,0.00,"dui70.dll",
40,"[dui70.dll]",5,1,0.01,0.00,"dui70.dll",
41,"[dui70.dll]",4,1,0.01,0.00,"dui70.dll",
42,"[dui70.dll]",3,0,0.01,0.00,"dui70.dll",
43,"[dui70.dll]",3,1,0.01,0.00,"dui70.dll",
44,"[dui70.dll]",2,0,0.00,0.00,"dui70.dll",
45,"[dui70.dll]",2,2,0.00,0.00,"dui70.dll",
39,"[user32.dll]",1,1,0.00,0.00,"user32.dll",
38,"[gdi32.dll]",1,1,0.00,0.00,"gdi32.dll",
35,"[ucrtbase.dll]",1,1,0.00,0.00,"ucrtbase.dll",
33,"[duser.dll]",35,0,0.08,0.00,"duser.dll",
34,"[dui70.dll]",35,0,0.08,0.00,"dui70.dll",
35,"[ExplorerFrame.dll]",35,0,0.08,0.00,"ExplorerFrame.dll",
36,"[dui70.dll]",35,0,0.08,0.00,"dui70.dll",
37,"[dui70.dll]",35,0,0.08,0.00,"dui70.dll",
38,"[dui70.dll]",35,0,0.08,0.00,"dui70.dll",
39,"[user32.dll]",34,34,0.08,0.08,"user32.dll",
39,"[dui70.dll]",1,1,0.00,0.00,"dui70.dll",
32,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
33,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
34,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
35,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
36,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
37,"[uxtheme.dll]",1,1,0.00,0.00,"uxtheme.dll",
31,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
32,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
33,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
34,"[dui70.dll]",1,1,0.00,0.00,"dui70.dll",
26,"[gdi32.dll]",1,1,0.00,0.00,"gdi32.dll",
25,"[dui70.dll]",3,1,0.01,0.00,"dui70.dll",
26,"[dui70.dll]",2,1,0.00,0.00,"dui70.dll",
27,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
28,"[user32.dll]",1,1,0.00,0.00,"user32.dll",
24,"[dui70.dll]",10,0,0.02,0.00,"dui70.dll",
25,"[dui70.dll]",10,0,0.02,0.00,"dui70.dll",
26,"[dui70.dll]",10,2,0.02,0.00,"dui70.dll",
27,"[dui70.dll]",8,2,0.02,0.00,"dui70.dll",
28,"[dui70.dll]",6,1,0.01,0.00,"dui70.dll",
29,"[dui70.dll]",5,0,0.01,0.00,"dui70.dll",
30,"[dui70.dll]",5,1,0.01,0.00,"dui70.dll",
31,"[dui70.dll]",4,0,0.01,0.00,"dui70.dll",
32,"[dui70.dll]",4,0,0.01,0.00,"dui70.dll",
33,"[dui70.dll]",4,0,0.01,0.00,"dui70.dll",
34,"[dui70.dll]",4,0,0.01,0.00,"dui70.dll",
35,"[dui70.dll]",3,2,0.01,0.00,"dui70.dll",
36,"[dui70.dll]",1,1,0.00,0.00,"dui70.dll",
35,"[ExplorerFrame.dll]",1,1,0.00,0.00,"ExplorerFrame.dll",
22,"[uxtheme.dll]",11,11,0.03,0.03,"uxtheme.dll",
22,"[gdi32full.dll]",1,1,0.00,0.00,"gdi32full.dll",
22,"[gdi32.dll]",1,1,0.00,0.00,"gdi32.dll",
18,"[win32u.dll]",3,3,0.01,0.01,"win32u.dll",
17,"[ntdll.dll]",1,1,0.00,0.00,"ntdll.dll",
14,"[uxtheme.dll]",14,2,0.03,0.00,"uxtheme.dll",
15,"[ExplorerFrame.dll]",12,0,0.03,0.00,"ExplorerFrame.dll",
16,"[uxtheme.dll]",12,1,0.03,0.00,"uxtheme.dll",
17,"[ExplorerFrame.dll]",11,0,0.03,0.00,"ExplorerFrame.dll",
18,"[ExplorerFrame.dll]",11,0,0.03,0.00,"ExplorerFrame.dll",
19,"[uxtheme.dll]",11,0,0.03,0.00,"uxtheme.dll",
20,"[ExplorerFrame.dll]",11,0,0.03,0.00,"ExplorerFrame.dll",
21,"[ExplorerFrame.dll]",10,0,0.02,0.00,"ExplorerFrame.dll",
22,"[uxtheme.dll]",9,3,0.02,0.01,"uxtheme.dll",
23,"[ExplorerFrame.dll]",6,0,0.01,0.00,"ExplorerFrame.dll",
24,"[ExplorerFrame.dll]",6,0,0.01,0.00,"ExplorerFrame.dll",
25,"[comctl32.dll]",6,4,0.01,0.01,"comctl32.dll",
26,"[ExplorerFrame.dll]",2,0,0.00,0.00,"ExplorerFrame.dll",
27,"[user32.dll]",1,1,0.00,0.00,"user32.dll",
27,"[ExplorerFrame.dll]",1,0,0.00,0.00,"ExplorerFrame.dll",
28,"[uxtheme.dll]",1,1,0.00,0.00,"uxtheme.dll",
22,"[gdi32.dll]",1,1,0.00,0.00,"gdi32.dll",
21,"[user32.dll]",1,1,0.00,0.00,"user32.dll",
13,"[atlthunk.dll]",392,0,0.94,0.00,"atlthunk.dll",
14,"[duser.dll]",392,0,0.94,0.00,"duser.dll",
15,"[user32.dll]",376,1,0.90,0.00,"user32.dll",
16,"[ExplorerFrame.dll]",375,0,0.90,0.00,"ExplorerFrame.dll",
17,"[comctl32.dll]",375,2,0.90,0.00,"comctl32.dll",
18,"[ExplorerFrame.dll]",373,0,0.89,0.00,"ExplorerFrame.dll",
19,"[ExplorerFrame.dll]",373,0,0.89,0.00,"ExplorerFrame.dll",
20,"[ExplorerFrame.dll]",373,0,0.89,0.00,"ExplorerFrame.dll",
21,"[ExplorerFrame.dll]",371,2,0.89,0.00,"ExplorerFrame.dll",
22,"[ExplorerFrame.dll]",141,1,0.34,0.00,"ExplorerFrame.dll",
23,"[shell32.dll]",112,112,0.27,0.27,"shell32.dll",
23,"[user32.dll]",13,6,0.03,0.01,"user32.dll",
24,"[ExplorerFrame.dll]",7,0,0.02,0.00,"ExplorerFrame.dll",
25,"[ExplorerFrame.dll]",5,0,0.01,0.00,"ExplorerFrame.dll",
26,"[comctl32.dll]",5,5,0.01,0.01,"comctl32.dll",
25,"[kernel32.dll]",1,1,0.00,0.00,"kernel32.dll",
25,"[KernelBase.dll]",1,1,0.00,0.00,"KernelBase.dll",
23,"[windows.storage.dll]",8,8,0.02,0.02,"windows.storage.dll",
23,"[combase.dll]",4,4,0.01,0.01,"combase.dll",
23,"[ole32.dll]",2,2,0.00,0.00,"ole32.dll",
23,"[propsys.dll]",1,1,0.00,0.00,"propsys.dll",
22,"[windows.storage.dll]",136,136,0.33,0.33,"windows.storage.dll",
22,"[shell32.dll]",70,70,0.17,0.17,"shell32.dll",
22,"[user32.dll]",20,10,0.05,0.02,"user32.dll",
23,"[ExplorerFrame.dll]",10,0,0.02,0.00,"ExplorerFrame.dll",
24,"[ExplorerFrame.dll]",7,0,0.02,0.00,"ExplorerFrame.dll",
25,"[comctl32.dll]",7,7,0.02,0.02,"comctl32.dll",
24,"[ntdll.dll]",1,1,0.00,0.00,"ntdll.dll",
24,"[kernel32.dll]",1,1,0.00,0.00,"kernel32.dll",
24,"[KernelBase.dll]",1,1,0.00,0.00,"KernelBase.dll",
22,"[DropboxExt.26.0.dll]",1,1,0.00,0.00,"DropboxExt.26.0.dll",
22,"[combase.dll]",1,1,0.00,0.00,"combase.dll",
21,"[user32.dll]",1,1,0.00,0.00,"user32.dll",
21,"[windows.storage.dll]",1,1,0.00,0.00,"windows.storage.dll",
15,"[dui70.dll]",16,0,0.04,0.00,"dui70.dll",
16,"[shell32.dll]",16,16,0.04,0.04,"shell32.dll",
12,"[ExplorerFrame.dll]",301,0,0.72,0.00,"ExplorerFrame.dll",
13,"[ExplorerFrame.dll]",301,0,0.72,0.00,"ExplorerFrame.dll",
14,"[ExplorerFrame.dll]",301,0,0.72,0.00,"ExplorerFrame.dll",
15,"[ExplorerFrame.dll]",192,1,0.46,0.00,"ExplorerFrame.dll",
16,"[ExplorerFrame.dll]",105,0,0.25,0.00,"ExplorerFrame.dll",
17,"[windows.storage.dll]",57,5,0.14,0.01,"windows.storage.dll",
18,"[DropboxExt.26.0.dll]",52,0,0.12,0.00,"DropboxExt.26.0.dll",
19,"[windows.storage.dll]",52,46,0.12,0.11,"windows.storage.dll",
20,"[DropboxExt.26.0.dll]",6,0,0.01,0.00,"DropboxExt.26.0.dll",
21,"[windows.storage.dll]",5,5,0.01,0.01,"windows.storage.dll",
21,"[kernel32.dll]",1,1,0.00,0.00,"kernel32.dll",
17,"[ExplorerFrame.dll]",48,0,0.11,0.00,"ExplorerFrame.dll",
18,"[ExplorerFrame.dll]",43,0,0.10,0.00,"ExplorerFrame.dll",
19,"[windows.storage.dll]",19,19,0.05,0.05,"windows.storage.dll",
19,"[KernelBase.dll]",17,17,0.04,0.04,"KernelBase.dll",
19,"[combase.dll]",7,1,0.02,0.00,"combase.dll",
20,"[clbcatq.dll]",6,0,0.01,0.00,"clbcatq.dll",
21,"[clbcatq.dll]",6,0,0.01,0.00,"clbcatq.dll",
22,"[clbcatq.dll]",6,0,0.01,0.00,"clbcatq.dll",
23,"[clbcatq.dll]",6,0,0.01,0.00,"clbcatq.dll",
24,"[clbcatq.dll]",6,0,0.01,0.00,"clbcatq.dll",
25,"[clbcatq.dll]",6,0,0.01,0.00,"clbcatq.dll",
26,"[clbcatq.dll]",6,1,0.01,0.00,"clbcatq.dll",
27,"[clbcatq.dll]",3,0,0.01,0.00,"clbcatq.dll",
28,"[clbcatq.dll]",2,0,0.00,0.00,"clbcatq.dll",
29,"[KernelBase.dll]",2,2,0.00,0.00,"KernelBase.dll",
28,"[KernelBase.dll]",1,1,0.00,0.00,"KernelBase.dll",
27,"[combase.dll]",1,1,0.00,0.00,"combase.dll",
27,"[KernelBase.dll]",1,1,0.00,0.00,"KernelBase.dll",
18,"[windows.storage.dll]",5,5,0.01,0.01,"windows.storage.dll",
16,"[shell32.dll]",69,25,0.17,0.06,"shell32.dll",
17,"[DropboxExt.26.0.dll]",44,0,0.11,0.00,"DropboxExt.26.0.dll",
18,"[windows.storage.dll]",43,26,0.10,0.06,"windows.storage.dll",
19,"[DropboxExt.26.0.dll]",17,0,0.04,0.00,"DropboxExt.26.0.dll",
20,"[windows.storage.dll]",17,17,0.04,0.04,"windows.storage.dll",
18,"[DropboxExt.26.0.dll]",1,0,0.00,0.00,"DropboxExt.26.0.dll",
19,"[KernelBase.dll]",1,1,0.00,0.00,"KernelBase.dll",
16,"[user32.dll]",9,4,0.02,0.01,"user32.dll",
17,"[ExplorerFrame.dll]",5,0,0.01,0.00,"ExplorerFrame.dll",
18,"[ExplorerFrame.dll]",4,0,0.01,0.00,"ExplorerFrame.dll",
19,"[comctl32.dll]",4,4,0.01,0.01,"comctl32.dll",
18,"[kernel32.dll]",1,1,0.00,0.00,"kernel32.dll",
16,"[windows.storage.dll]",8,8,0.02,0.02,"windows.storage.dll",
15,"[user32.dll]",105,2,0.25,0.00,"user32.dll",
16,"[ExplorerFrame.dll]",103,0,0.25,0.00,"ExplorerFrame.dll",
17,"[ExplorerFrame.dll]",103,0,0.25,0.00,"ExplorerFrame.dll",
18,"[comctl32.dll]",103,33,0.25,0.08,"comctl32.dll",
19,"[ExplorerFrame.dll]",36,0,0.09,0.00,"ExplorerFrame.dll",
20,"[ExplorerFrame.dll]",36,0,0.09,0.00,"ExplorerFrame.dll",
21,"[comctl32.dll]",36,8,0.09,0.02,"comctl32.dll",
22,"[ExplorerFrame.dll]",28,0,0.07,0.00,"ExplorerFrame.dll",
23,"[ExplorerFrame.dll]",28,0,0.07,0.00,"ExplorerFrame.dll",
24,"[comctl32.dll]",27,27,0.06,0.06,"comctl32.dll",
24,"[win32u.dll]",1,1,0.00,0.00,"win32u.dll",
19,"[atlthunk.dll]",34,0,0.08,0.00,"atlthunk.dll",
20,"[duser.dll]",34,0,0.08,0.00,"duser.dll",
21,"[user32.dll]",27,1,0.06,0.00,"user32.dll",
22,"[ExplorerFrame.dll]",26,0,0.06,0.00,"ExplorerFrame.dll",
23,"[comctl32.dll]",26,0,0.06,0.00,"comctl32.dll",
24,"[ExplorerFrame.dll]",26,0,0.06,0.00,"ExplorerFrame.dll",
25,"[ExplorerFrame.dll]",26,0,0.06,0.00,"ExplorerFrame.dll",
26,"[ExplorerFrame.dll]",26,0,0.06,0.00,"ExplorerFrame.dll",
27,"[shell32.dll]",26,0,0.06,0.00,"shell32.dll",
28,"[ExplorerFrame.dll]",23,0,0.06,0.00,"ExplorerFrame.dll",
29,"[ExplorerFrame.dll]",23,0,0.06,0.00,"ExplorerFrame.dll",
